source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	donor_id	PAM50_subtype	n_donors	tensor_score
Fibroblast_Stromal	Malignant cell	THBS2	ITGA6	0.44508776	0.0	0.16310896	0.5839935435627275	0.7687917756083592	0.07763	0.7668292	0.040105001587537936	0.4205839448099191	qian_45	LumA	16	0.5794160551900809
Fibroblast_Stromal	Malignant cell	FN1	CD44	0.8503001	0.0	0.6481386	0.4631307148301074	1.1911575981296927	0.02682856	0.8676497	0.06806540151637223	0.4228768167214031	qian_45	LumA	44	0.5771231832785969
Fibroblast_Stromal	Malignant cell	COL14A1	ITGA2_ITGB1	0.63780916	0.0	0.14420207	0.8367041569889868	1.4096463298129454	0.16316848	0.75563425	0.040105001587537936	0.4235006719771729	qian_45	LumA	14	0.5764993280228271
Dendritic_cell	Malignant cell	GRN	TNFRSF1A	0.9844655	0.0	0.4250798	0.8465118184113399	0.7984141371128517	0.01614437	0.84149873	0.26895810144371435	0.42635545441013334	qian_45	LumA	20	0.5736445455898667
Naive_T	Malignant cell	S100A4	ERBB3	0.84796697	0.0	0.57729477	0.53748610465604	0.4075112909144676	0.05028434	0.860861	0.08816286163730892	0.42635545441013334	qian_45	LumA	18	0.5736445455898667
Mural	Malignant cell	COL14A1	CD44	0.8463998	0.0	0.6436402	0.4930630980343857	0.384478745366409	0.022069853	0.86724925	0.11967842617259448	0.4287270575969443	qian_45	LumA	13	0.5712729424030557
Mural	Malignant cell	COL1A1	DDR1	0.8459365	0.0	0.5914796	0.8751680300829049	0.2497191101833457	0.1669452	0.86230844	0.2522754935714004	0.4292858249613993	qian_45	LumA	23	0.5707141750386007
Mural	Malignant cell	LGALS3BP	ITGB1	0.84269893	0.0	0.70043886	0.3841905851349992	0.32041278909726256	0.021665582	0.8720422	0.16062371726972052	0.43292448780119724	qian_45	LumA	17	0.5670755121988027
Macrophage	Malignant cell	APOE	SDC2	1.3763764	0.0	0.41902772	1.1033770368085054	2.0009115406202076	0.059784163	0.84054005	0.040105001587537936	0.43727805930983676	qian_45	LumA	31	0.5627219406901632
Fibroblast_Stromal	Malignant cell	COL1A2	SDC1	1.3923236	0.0	0.4181859	1.0726096438196087	2.4907311911373573	0.074240826	0.8404052	0.02786289765862993	0.43882688005947373	qian_45	LumA	46	0.5611731199405263
Naive_T	Malignant cell	CD40LG	CD9	0.84355485	0.0	0.41759694	0.7610958223288955	1.2743421888225899	0.07660632	0.8403107	0.040105001587537936	0.4400955888446654	qian_45	LumA	15	0.5599044111553346
Mural	Malignant cell	COL4A1	SDC1	0.52223414	0.0	0.1409979	0.909796186386745	1.1546618198875382	0.07211644	0.7535536	0.03272415239641992	0.44042598620331996	qian_45	LumA	15	0.55957401379668
Malignant cell	Macrophage	CCN1	ITGB2	0.83695585	0.0	0.6730221	0.5074501176702368	0.9140879551752724	0.023685485	0.8697978	0.09794414324704549	0.44065986444234484	qian_45	LumA	22	0.5593401355576552
Fibroblast_Stromal	Malignant cell	FN1	ITGA2	0.6246461	0.0	0.14090168	0.7828718964763033	1.6067258158777036	0.19246607	0.75349027	0.040105001587537936	0.44128390133407985	qian_45	LumA	16	0.5587160986659201
Mural	Malignant cell	COL3A1	DDR1	0.8341156	0.0	0.57980967	0.941834199226542	0.6917394491272232	0.19514905	0.8611212	0.040105001587537936	0.44419303648549985	qian_45	LumA	22	0.5558069635145002
Malignant cell	NK	TFF3	CXCR4	1.0925559	0.0	0.41308886	0.5895923389491857	0.8601110723396468	0.071055226	0.83958113	0.040105001587537936	0.44830474883642885	qian_45	LumA	20	0.5516952511635711
Malignant cell	CD4_Tconv	VEGFA	CD44	0.75557566	0.0	0.13871059	0.47643687035195376	0.4801002073116716	0.025900478	0.7520318	0.07471465227906524	0.4533025177076201	qian_45	LumA	13	0.5466974822923799
Fibroblast_Stromal	Malignant cell	COL6A1	ITGAV_ITGB8	1.1152871	0.0	0.4099472	1.1731905558804814	2.016217822891604	0.33398104	0.8390663	0.004649485361146173	0.45357134830097134	qian_45	LumA	11	0.5464286516990287
Malignant cell	Fibroblast_Stromal	ITGAV	THY1	0.43502522	0.0	0.13830811	0.5650607261689697	0.9130109155549171	0.05477726	0.7517608	0.040105001587537936	0.455819862905918	qian_45	LumA	10	0.544180137094082
Malignant cell	Endothelial	THBS1	ITGA6	0.86429334	0.0	0.40854993	0.994492406811181	1.428666888346577	0.10372182	0.83883566	0.017513941160961083	0.4569998082710301	qian_45	LumA	11	0.54300019172897
Fibroblast_Stromal	Malignant cell	TIMP2	ITGA3	0.63334596	0.0	0.13768914	0.8011714654210822	1.1311942154188448	0.0679339	0.751342	0.040105001587537936	0.4594478522810635	qian_45	LumA	10	0.5405521477189366
Malignant cell	Treg	VEGFA	CD44	0.7499105	0.0	0.1375983	0.47051625701943417	0.45623791458139384	0.025692787	0.75128037	0.0766001029102029	0.4598890053569458	qian_45	LumA	10	0.5401109946430542
Macrophage	Malignant cell	ARPC5	LDLR	0.6451902	0.0	0.1373371	0.3852500449284121	0.616185266690835	0.015403385	0.7511028	0.30221815067254815	0.461434956837916	qian_45	LumA	10	0.538565043162084
Dendritic_cell	Malignant cell	GNAI2	IGF1R	0.5041527	0.0	0.17506687	0.5269562143952373	0.5309080800003753	0.043025754	0.7730945	0.040105001587537936	0.4650926406558147	qian_45	LumA	13	0.5349073593441853
Malignant cell	B_memory	TFF3	CXCR4	1.0685027	0.0	0.40303236	0.5714935560758546	0.8734456233805652	0.06932542	0.83791447	0.040105001587537936	0.46561300193654676	qian_45	LumA	18	0.5343869980634532
Macrophage	Malignant cell	C3	CD46	0.81787527	0.0	0.66774446	0.5228232606103602	0.8832174666061171	0.041226372	0.8693514	0.040575504251847104	0.4689305590711953	qian_45	LumA	10	0.5310694409288047
Macrophage	Malignant cell	PSAP	SORT1	1.445964	0.0	0.39909324	0.91518723794186	1.4003793619069105	0.031393323	0.83724636	0.0414134489863971	0.47167772001794955	qian_45	LumA	22	0.5283222799820504
Fibroblast_Stromal	Malignant cell	FSTL1	DIP2A	0.5381139	0.0	0.13551839	0.5316157874104388	0.7776806665686958	0.023882613	0.7498546	0.09559249913321179	0.47269073731890376	qian_45	LumA	10	0.5273092626810962
Fibroblast_Stromal	Malignant cell	CCN1	SDC4	0.8140407	0.0	0.6100218	0.9427761165471793	1.4549290390387073	0.16552924	0.8641307	0.025617262714696967	0.47443070770894646	qian_45	LumA	28	0.5255692922910535
Malignant cell	Fibroblast_Stromal	ADAM9	ITGB1	0.6305068	0.0	0.17762001	0.2986900687085201	0.37911219852921174	0.01900643	0.77436185	0.2473152317528793	0.47516653126384994	qian_45	LumA	12	0.52483346873615
Fibroblast_Stromal	Malignant cell	FN1	ITGA3_ITGB1	0.62200534	0.0	0.13496548	0.6964666119743026	1.571937525467286	0.08553374	0.74947095	0.040105001587537936	0.4757305218666916	qian_45	LumA	19	0.5242694781333084
Malignant cell	NK	MMP7	CD44	0.5306692	0.0	0.17817608	0.29897276660314676	0.6010908336382239	0.04964948	0.7746348	0.24646746414870438	0.47765095506408983	qian_45	LumA	17	0.5223490449359102
Fibroblast_Stromal	Malignant cell	POSTN	PTK7	0.45975733	0.0	0.13377671	0.5212891237678774	1.4977345669693949	0.1127496	0.74863946	0.04101492631187796	0.4812801562284978	qian_45	LumA	18	0.5187198437715022
Fibroblast_Stromal	Malignant cell	FN1	SDC1	0.6416069	0.0	0.17902698	0.7700279247395114	1.6236225854414787	0.0786913	0.7750504	0.040105001587537936	0.48241807954680005	qian_45	LumA	32	0.5175819204532
Fibroblast_Stromal	Malignant cell	IGFBP4	LRP6	1.5936052	0.0	0.3670547	0.7877941250898142	1.5420060324349025	0.0603018	0.831464	0.040105001587537936	0.4870028200207125	qian_45	LumA	17	0.5129971799792875
Malignant cell	Endothelial	LGALS3BP	ITGB1	0.80666953	0.0	0.47504276	0.24779093162955426	0.1453358098719088	0.014693756	0.8487699	0.46083874011525344	0.4872586203346796	qian_45	LumA	19	0.5127413796653204
Malignant cell	Fibroblast_Stromal	PDAP1	PDGFRB	0.8062871	0.0	0.4640062	0.7346588438885512	1.1956933700484278	0.035171308	0.84725505	0.040105001587537936	0.4879911739862294	qian_45	LumA	13	0.5120088260137706
Malignant cell	Mural	GNAI2	EDNRA	0.57728195	0.0	0.13223748	1.0696203708003227	0.5656965558634135	0.01819266	0.74754906	0.20302375765567587	0.4911244225494893	qian_45	LumA	11	0.5088755774505107
Fibroblast_Stromal	Malignant cell	FN1	SDC2	0.6428246	0.0	0.18176416	0.7285087860793071	1.6235128997815966	0.07764657	0.77637035	0.040105001587537936	0.4950531881974133	qian_45	LumA	33	0.5049468118025867
Fibroblast_Stromal	Malignant cell	FN1	SDC2	2.6152558	0.0	6.538811	1.3460218920834321	3.9056357163662065	0.3645733	0.956668	0.02555826346438551	0.00042942073514681475	qian_47	Basal	33	0.9995705792648532
Malignant cell	Dendritic_cell	APP	CD74	2.9509552	0.0	4.4024606	1.5862929965958152	2.6936821324869937	0.06300783	0.9476865	0.06846860129887455	0.0008835907438137307	qian_47	Basal	47	0.9991164092561863
Malignant cell	Dendritic_cell	MIF	CD44_CD74	2.4535658	0.0	4.863127	0.5459386181303256	1.0498511019212635	0.041090533	0.9500992	0.3633622612807958	0.0009970751371193246	qian_47	Basal	26	0.9990029248628807
Malignant cell	Treg	LGALS1	PTPRC	2.3401256	0.0	5.476008	1.816339822203255	1.171857865354258	0.038397048	0.9528389	0.31710613661492476	0.0017980902598708688	qian_47	Basal	14	0.9982019097401291
Malignant cell	Macrophage	APP	CD74	2.373287	0.0	3.3904517	1.180248599169306	2.3766800770919936	0.048524003	0.94082004	0.16771825232059467	0.002400302109061414	qian_47	Basal	54	0.9975996978909386
Malignant cell	NK	MIF	CD74_CXCR4	2.277964	0.0	3.6236815	1.4703211767054258	1.6382690031035787	0.06978386	0.94264525	0.05403008975315828	0.002830730922081866	qian_47	Basal	17	0.9971692690779181
Malignant cell	CD8_T	LGALS1	PTPRC	2.251575	0.0	5.0639415	1.6659914144796029	1.076152504850913	0.035507694	0.9510497	0.38571475202534955	0.0033568060578624903	qian_47	Basal	13	0.9966431939421375
Malignant cell	Treg	MIF	CD74_CXCR4	2.170586	0.0	2.8657782	1.1645273276890038	1.4780315123842835	0.055188365	0.93596256	0.10745367980018666	0.005428519532080279	qian_47	Basal	26	0.9945714804679198
Malignant cell	NK	LGALS1	PTPRC	2.1445975	0.0	4.5661254	1.4843553507223342	0.8131365808004565	0.03201707	0.94858396	0.47185498623963035	0.005981943479139395	qian_47	Basal	12	0.9940180565208606
Malignant cell	Fibroblast_Stromal	LGALS1	ITGB1	2.0581765	0.0	4.1639676	0.6171219751307736	0.604675979405469	0.036435362	0.9462886	0.36125191090021885	0.008797439271390204	qian_47	Basal	14	0.9912025607286098
Fibroblast_Stromal	Malignant cell	COL1A1	CD44	2.351626	0.0	2.288033	1.3694676114525943	3.529874524836226	0.08018351	0.9288749	0.05403008975315828	0.009242844288081298	qian_47	Basal	56	0.9907571557119187
Fibroblast_Stromal	Malignant cell	TIMP1	CD63	2.040011	0.0	3.144891	0.6041169431068986	1.3084692357684704	0.041121326	0.93869203	0.29360054016841314	0.00959670069999716	qian_47	Basal	46	0.9904032993000028
Malignant cell	Treg	MIF	TNFRSF14	2.0710447	0.0	2.163186	0.7422063565315479	1.188268420044926	0.038591366	0.926999	0.3128837436093944	0.010913388932680883	qian_47	Basal	27	0.9890866110673191
Fibroblast_Stromal	Malignant cell	COL1A2	CD44	2.2024918	0.0	2.1236753	1.3952447266008583	3.2624156002087443	0.07693125	0.92637277	0.05403008975315828	0.011912441174042887	qian_47	Basal	57	0.9880875588259571
Malignant cell	Macrophage	MIF	TNFRSF14	2.0512671	0.0	2.0235918	0.6915987391470627	1.0737038490386281	0.036100995	0.92470944	0.3671368091929289	0.013915557260228605	qian_47	Basal	18	0.9860844427397714
Malignant cell	Dendritic_cell	COPA	CD74	2.6953409	0.0	1.8330413	1.5526673158624216	2.3350541806913845	0.03941488	0.9211936	0.2958097521117566	0.018866263209565734	qian_47	Basal	50	0.9811337367904343
Macrophage	Malignant cell	APOE	SDC2	1.8203015	0.0	3.2527125	1.0178113126838058	3.0063129467654113	0.34924796	0.9396549	0.028560643585964045	0.020529933370401415	qian_47	Basal	31	0.9794700666295986
Malignant cell	Dendritic_cell	PKM	CD44	1.8180963	0.0	3.1117826	0.5096095342025233	1.0388992426165695	0.04736294	0.9383868	0.42868887031266467	0.02090057398685792	qian_47	Basal	16	0.979099426013142
Fibroblast_Stromal	Malignant cell	FN1	CD44	1.8573519	0.0	1.743304	1.1652977818190136	2.317990647902214	0.055859413	0.9193523	0.10327536456952872	0.022724113123788678	qian_47	Basal	44	0.9772758868762114
Malignant cell	Treg	APP	CD74	1.7809227	0.0	2.3526971	0.7638749770639448	0.9295290270481837	0.033671703	0.9297901	0.438616626325143	0.022801687659907977	qian_47	Basal	10	0.977198312340092
Malignant cell	CD8_T	MIF	CD74_CXCR4	2.0101008	0.0	1.7330276	0.7074929976415683	1.3802160259487342	0.033374164	0.9191328	0.4481655071859806	0.023269810403637615	qian_47	Basal	23	0.9767301895963624
Malignant cell	Macrophage	RPS19	C5AR1	1.9494965	0.0	1.6698123	1.0085794528003391	0.4877352027393085	0.061568756	0.91774106	0.19889667954461832	0.02584361973671196	qian_47	Basal	47	0.974156380263288
Macrophage	Malignant cell	SPP1	CD44	1.7552496	0.0	1.6307793	1.4989255513016901	2.912708271930251	0.06923832	0.91684383	0.05403008975315828	0.028287900317746844	qian_47	Basal	27	0.9717120996822531
Fibroblast_Stromal	Malignant cell	COL1A1	SDC1	2.2675653	0.0	1.589959	1.4644214107266151	4.2514582341868925	0.61722064	0.91587234	0.001416538744604985	0.030123875433054583	qian_47	Basal	43	0.9698761245669454
Macrophage	Malignant cell	CXCL8	SDC2	1.685359	0.0	2.6949015	1.3828201174554116	3.0612564113519287	0.36723143	0.9340953	0.02437582987062813	0.030837814596710228	qian_47	Basal	11	0.9691621854032898
Malignant cell	NK	LGALS1	CD69	1.680176	0.0	2.4049547	1.1954590678007622	0.5081213872129439	0.036308303	0.9305037	0.36289249759132847	0.03155974953007119	qian_47	Basal	16	0.9684402504699288
Fibroblast_Stromal	Malignant cell	COL1A1	DDR2	2.260752	0.0	1.5333773	1.447342286075076	3.996602402738009	0.4111987	0.91446584	0.015886797254834627	0.03339945768612826	qian_47	Basal	12	0.9666005423138717
Malignant cell	Dendritic_cell	RPS19	C5AR1	1.9290301	0.0	1.5302638	0.9168177247819239	0.4261732456084586	0.05642337	0.9143863	0.2719934838938865	0.0335861674762987	qian_47	Basal	30	0.9664138325237013
Fibroblast_Stromal	Malignant cell	COL1A2	SDC1	2.118431	0.0	1.4757465	1.490198525874879	3.983999309559411	0.59218603	0.91295564	0.0017229299831960274	0.03683596803558616	qian_47	Basal	46	0.9631640319644138
Malignant cell	Macrophage	COPA	CD74	2.1176724	0.0	1.4116738	1.1466229184359122	2.018052125296385	0.030354446	0.9111757	0.47185498623963035	0.04228989287412664	qian_47	Basal	56	0.9577101071258733
Fibroblast_Stromal	Malignant cell	COL6A3	CD44	1.533651	0.0	1.3865601	1.0749635975720748	1.8376276028703047	0.049172215	0.91044664	0.1613624527024355	0.052860932248915166	qian_47	Basal	50	0.9471390677510848
Fibroblast_Stromal	Malignant cell	COL6A2	CD44	1.5310166	0.0	1.3836567	0.7174314555808374	1.1576462076004272	0.058385942	0.9103612	0.16706124301356012	0.05320914123047994	qian_47	Basal	50	0.9467908587695201
NK	Malignant cell	CCL5	SDC1	1.8426951	0.0	1.2645776	2.397007027366723	2.77005708078942	0.26022196	0.9066209	0.0032437083735153893	0.05615257649632325	qian_47	Basal	35	0.9438474235036768
Fibroblast_Stromal	Malignant cell	COL6A1	CD44	1.5113318	0.0	1.3619626	0.6445875156540779	1.0690111624783056	0.0574089	0.9097143	0.23951745915902176	0.05687006131928439	qian_47	Basal	45	0.9431299386807156
Fibroblast_Stromal	Malignant cell	COL3A1	DDR2	1.8875701	0.0	1.2577515	1.4394545129233092	3.643075825248548	0.42206424	0.90639156	0.013838883055946001	0.05747122285427193	qian_47	Basal	11	0.942528777145728
Fibroblast_Stromal	Malignant cell	MDK	SDC2	1.497831	0.0	1.9197179	0.3255983269089483	1.7567908694665544	0.27814907	0.9228544	0.15662210463965429	0.05892611435257243	qian_47	Basal	12	0.9410738856474276
Fibroblast_Stromal	Malignant cell	FN1	SDC1	1.7732915	0.0	1.2114257	1.2602515810930344	3.0395743572528806	0.42998344	0.9047873	0.012205653528851031	0.06427891166802042	qian_47	Basal	32	0.9357210883319795
CD8_T	Malignant cell	CCL5	SDC1	1.7183782	0.0	1.1693711	2.212296649107547	2.490534013685055	0.24063058	0.9032545	0.004791100277586127	0.0699803503046787	qian_47	Basal	35	0.9300196496953212
Malignant cell	Fibroblast_Stromal	CALR	LRP1	1.3635855	0.0	1.7102871	0.6382693150565933	1.3952149962389337	0.071989805	0.9186406	0.24611726400130457	0.08579177287697977	qian_47	Basal	45	0.9142082271230202
CD8_T	Malignant cell	HLA-A	APLP2	1.9245197	0.0	1.0415188	0.9447527871439174	1.1131869992360133	0.015559818	0.89807606	0.4851001091683411	0.09019859010013931	qian_47	Basal	23	0.9098014098998607
Macrophage	Malignant cell	FN1	SDC2	1.3245618	0.0	1.2034765	0.21434493408699193	1.0384265839109332	0.06710018	0.90450335	0.47783898758675203	0.09638467493151281	qian_47	Basal	11	0.9036153250684872
Malignant cell	CD8_T	HLA-A	CD8A	1.2947319	0.0	1.3212992	2.2159298761046715	0.7463234989381531	0.018206319	0.9084617	0.47185498623963035	0.10561466385139129	qian_47	Basal	14	0.8943853361486087
Fibroblast_Stromal	Malignant cell	COL6A3	SDC1	1.4495906	0.0	0.96352357	1.1699173968460956	2.559211312220971	0.37850803	0.894458	0.021353649591303453	0.10705638047819466	qian_47	Basal	27	0.8929436195218053
Fibroblast_Stromal	Malignant cell	COL6A2	SDC1	1.4469562	0.0	0.96150607	0.812385254854858	1.8792299169510938	0.44943163	0.894359	0.1045619831953351	0.10802245548414054	qian_47	Basal	30	0.8919775445158594
NK	Malignant cell	CCL5	SDC4	1.7960194	0.0	0.95628756	2.391528035692495	2.5612697650921827	0.19335674	0.8941016	0.013331440727317467	0.10915453128434358	qian_47	Basal	46	0.8908454687156564
Fibroblast_Stromal	Malignant cell	COL6A1	SDC1	1.4272714	0.0	0.9464307	0.7395413149280985	1.7905948718289724	0.44191074	0.8936102	0.1428610428364585	0.11225427300915308	qian_47	Basal	29	0.8877457269908469
Malignant cell	NK	GNAS	PTGDR	1.27649	0.0	1.2143852	1.8435198702606117	1.4787452316290128	0.14267942	0.9048924	0.04537019424434847	0.11241849993890182	qian_47	Basal	15	0.8875815000610981
Malignant cell	Fibroblast_Stromal	MFGE8	PDGFRB	1.2367328	0.0	1.5155171	1.259381451491414	2.3275243410905038	0.46803603	0.91400653	0.028841435378734147	0.12677352754165164	qian_47	Basal	16	0.8732264724583484
CD8_T	Malignant cell	CCL5	SDC4	1.6717025	0.0	0.88429135	2.206817657433319	2.281746697987818	0.17879945	0.89033854	0.018712802190243585	0.12712063346830316	qian_47	Basal	45	0.8728793665316968
Malignant cell	Fibroblast_Stromal	CALR	ITGAV	1.1754766	0.0	1.0520214	0.6630022852488678	1.2115382205204241	0.08185077	0.89853436	0.21602311037176866	0.15227812228430132	qian_47	Basal	20	0.8477218777156987
Malignant cell	Treg	MYL9	CD69	1.1484604	0.0	1.093582	1.9692211878987058	1.1507181507888322	0.07609763	0.900287	0.05403008975315828	0.1629803751626578	qian_47	Basal	11	0.8370196248373423
Macrophage	Malignant cell	C1QB	C1QBP	1.1389232	0.0	1.1596478	1.412757215538116	2.382425361314535	0.15409456	0.9028891	0.05403008975315828	0.16845137569269858	qian_47	Basal	52	0.8315486243073014
Dendritic_cell	Malignant cell	GRN	TNFRSF1A	1.1238718	0.0	0.8866711	0.888585983999709	0.907051111145054	0.053365078	0.8904696	0.12250978078965159	0.17781261053144337	qian_47	Basal	20	0.8221873894685566
Malignant cell	Fibroblast_Stromal	VEGFA	ITGB1	1.1234611	0.0	0.81839824	0.6905504615064577	1.5165414673814928	0.098572545	0.88650066	0.18877699859894093	0.17821585284268698	qian_47	Basal	23	0.8217841471573131
Fibroblast_Stromal	Malignant cell	MDK	NCL	1.1197404	0.0	1.2173659	0.23957331746048502	0.9007064948401732	0.089158624	0.9049978	0.47185498623963035	0.17942804126936082	qian_47	Basal	40	0.8205719587306392
Endothelial	Malignant cell	VWF	ITGB1	1.1028112	0.0	0.7759091	1.991536858902187	1.3743363132643114	0.060143776	0.8837908	0.080325621330723	0.18946120566116142	qian_47	Basal	46	0.8105387943388386
Fibroblast_Stromal	Malignant cell	LUM	ITGB1	1.0935056	0.0	0.76773375	1.154260630543464	1.1302275035860472	0.063509636	0.88324577	0.06654026367218079	0.19362442762853901	qian_47	Basal	56	0.806375572371461
Malignant cell	Fibroblast_Stromal	ADAM15	ITGB1	1.083725	0.0	0.6761729	0.6856005965967479	1.2706038397445818	0.056682464	0.8765367	0.19459516700321933	0.21088382842232106	qian_47	Basal	27	0.7891161715776789
Malignant cell	NK	HMGB1	CXCR4	1.0572112	0.0	1.11677	1.3173778648165062	0.800736315110032	0.03461633	0.9012248	0.4088262121392113	0.2196397479405403	qian_47	Basal	20	0.7803602520594597
Macrophage	Malignant cell	APOE	SCARB1	1.0487747	0.0	0.82432353	0.9439391265067806	2.1828790179882422	0.28872907	0.8868631	0.05640228300110737	0.2245203056601323	qian_47	Basal	19	0.7754796943398676
Malignant cell	CD8_T	CD59	CD2	1.0408813	0.0	0.645075	2.177878807998557	0.9565624171202063	0.033318564	0.87396646	0.4503698215406457	0.23079786538374336	qian_47	Basal	38	0.7692021346162566
Endothelial	Malignant cell	COL4A1	CD44	1.0368558	0.0	0.8390525	0.9918363835146394	1.0491675765174477	0.042702615	0.88774854	0.23968941820022602	0.23441801807159401	qian_47	Basal	29	0.765581981928406
Fibroblast_Stromal	Malignant cell	COL1A1	ITGAV_ITGB8	2.1139197	0.0	0.31402048	1.4422891650995115	3.826581215748598	0.5903192	0.8287139	0.0017950394518620127	0.24467172029639928	qian_47	Basal	25	0.7553282797036007
Malignant cell	Macrophage	GNAS	ADCY7	1.120472	0.0	0.61504877	0.7343983453987764	1.1298267626761982	0.06446017	0.87131786	0.15469302159186216	0.2465796297192937	qian_47	Basal	13	0.7534203702807063
Fibroblast_Stromal	Malignant cell	COL1A1	DDR1	2.111	0.0	0.28977385	1.4397700878826312	3.8077713517468026	0.4722105	0.8229351	0.007313016267705701	0.24693554260097794	qian_47	Basal	50	0.7530644573990221
Malignant cell	Macrophage	S100A1	TLR4	1.3371403	0.0	0.61182517	1.0459470128891126	2.267890562541014	0.41856995	0.87102294	0.033813519867156534	0.24890328914357102	qian_47	Basal	11	0.751096710856429
Endothelial	Malignant cell	COL4A2	CD44	1.0165826	0.0	0.8167098	0.9245835745862042	0.9721241331915894	0.042086337	0.88639677	0.24752389597254745	0.2507688280409888	qian_47	Basal	29	0.7492311719590112
Malignant cell	Endothelial	VEGFA	ITGB1	1.0073372	0.0	0.7121905	0.5633750564665516	1.2586115469731975	0.085780285	0.8793175	0.3388627154520657	0.2573442297527978	qian_47	Basal	16	0.7426557702472022
Fibroblast_Stromal	Malignant cell	VCAN	CD44	0.98790336	0.0	0.7851031	0.8136703214177086	1.12839825942504	0.034492444	0.88439435	0.411141591178065	0.2755484374110343	qian_47	Basal	43	0.7244515625889657
Malignant cell	Endothelial	LGALS3	ENG	0.9849931	0.0	0.9605425	0.9811124157956793	1.0819649932838185	0.06629113	0.8943116	0.0573255648724096	0.2772511277770403	qian_47	Basal	47	0.7227488722229597
Fibroblast_Stromal	Malignant cell	POSTN	PTK7	1.3735726	0.0	0.56187046	1.2547751200366033	2.6531713661131526	0.40587613	0.86616254	0.01696172139819217	0.28484353193159767	qian_47	Basal	18	0.7151564680684024
Malignant cell	Endothelial	ANXA2	ROBO4	0.973555	0.0	0.85368377	1.6370133685760513	0.789611759793402	0.119855255	0.888607	0.05403008975315828	0.2900347835492416	qian_47	Basal	36	0.7099652164507584
Malignant cell	Endothelial	ADAM15	ITGB1	0.967601	0.0	0.58842254	0.5584251915568418	1.0126739193362866	0.04932649	0.8688163	0.34402111864221135	0.29751757972985526	qian_47	Basal	19	0.7024824202701447
Malignant cell	Dendritic_cell	GNAS	ADCY7	1.1017371	0.0	0.5430801	0.6464599295776727	1.0537618339494397	0.0569175	0.86417866	0.2376320101954625	0.3002808021391375	qian_47	Basal	12	0.6997191978608626
Malignant cell	Fibroblast_Stromal	PSAP	LRP1	0.9595429	0.0	0.92040086	0.5428739254424989	0.37129883160758237	0.04005127	0.8922771	0.36855981841434377	0.3038127553182879	qian_47	Basal	37	0.6961872446817121
Fibroblast_Stromal	Malignant cell	FN1	IL17RC	1.6656902	0.0	0.5305971	1.2371319104624359	2.6762594283358876	0.23248489	0.86280817	0.05403008975315828	0.3086330406876027	qian_47	Basal	25	0.6913669593123972
Endothelial	Malignant cell	COL4A1	SDC1	0.95279527	0.0	0.5830594	1.0867901827886601	1.7707512858681143	0.32870767	0.86829364	0.05403008975315828	0.3129720115009916	qian_47	Basal	19	0.6870279884990085
Fibroblast_Stromal	Malignant cell	COL1A2	ITGAV_ITGB8	1.9647856	0.0	0.29146326	1.4680662802477755	3.5591222911211164	0.56637573	0.82335824	0.002509617285577813	0.32094802441921355	qian_47	Basal	28	0.6790519755807864
Macrophage	Malignant cell	GRN	TNFRSF1A	0.93586373	0.0	0.6947736	0.6378627161121598	0.9004138148828574	0.04181556	0.87799764	0.2517799858554621	0.3339813531331455	qian_47	Basal	26	0.6660186468668545
Endothelial	Malignant cell	COL4A2	SDC1	0.93252206	0.0	0.5675334	1.019537373860225	1.693707842542256	0.3239638	0.86674273	0.05403008975315828	0.33951760167468953	qian_47	Basal	18	0.6604823983253105
Malignant cell	Fibroblast_Stromal	APP	LRP1	0.9267109	0.0	0.8562157	0.6344289477824939	1.212435781589547	0.0972327	0.88875353	0.25035523973085855	0.3480235930850817	qian_47	Basal	36	0.6519764069149183
Endothelial	Malignant cell	HSPG2	ITGB1	0.92625713	0.0	0.6207984	0.7257523451547099	0.5668990589315609	0.035676427	0.87183857	0.3805797036816632	0.3488253613507795	qian_47	Basal	41	0.6511746386492205
NK	Malignant cell	HSPA8	LDLR	1.3047593	0.0	0.48412523	0.691397461424047	0.9628565212839613	0.071259625	0.85729253	0.1879156600855073	0.3544580265999906	qian_47	Basal	13	0.6455419734000094
Malignant cell	Dendritic_cell	VEGFA	CD44	0.91764766	0.0	0.63016	0.4675829411725296	0.8539239769028752	0.08089213	0.87267244	0.47185498623963035	0.3598556795408121	qian_47	Basal	11	0.6401443204591879
Treg	Malignant cell	LTB	TNFRSF1A	0.9109411	0.0	0.6693354	1.6956777421465814	1.4428704178580454	0.06374162	0.87598574	0.06575436366209725	0.36637535661823356	qian_47	Basal	33	0.6336246433817665
Fibroblast_Stromal	Malignant cell	SPARC	FGFR1	1.8782091	0.0	0.2912202	1.3012292463814807	2.210909051152076	0.037568882	0.82329756	0.33663811955030065	0.37539562283382244	qian_47	Basal	22	0.6246043771661776
Endothelial	Malignant cell	HSPG2	SDC1	0.8980801	0.0	0.5411564	0.869375423479166	1.8169543062095002	0.367155	0.8639703	0.0798720189553133	0.3834300676883237	qian_47	Basal	22	0.6165699323116762
Malignant cell	Fibroblast_Stromal	AGRN	ITGB1	0.93773454	0.0	0.15363835	0.6490865805252864	1.0232275882120534	0.05085031	0.77190715	0.23440157101495046	0.394914695987007	qian_47	Basal	11	0.605085304012993
